can_nam,can_off,can_par_aff,can_inc_cha_ope_sea,can_sta,tot_con,tra_fro_oth_aut_com,Tot_Mon,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,net_ope_exp,cov_sta_dat,cov_end_dat,winner,votes
"BARLETTA, LOU",H,REP,INCUMBENT,PA,1163619.35,40704.77,1204324.12,753135.26,87434.20,539585.40,665475.15,1/1/2015,10/19/2016,Y,194889
"CASTOR, KATHY",H,DEM,INCUMBENT,FL,663961.13,,663961.13,728434.21,754373.84,697769.72,497802.61,1/1/2015,10/19/2016,Y,194851
"MOOLENAAR, JOHN",H,REP,INCUMBENT,MI,938124.06,19921.83,958045.89,664622.16,28050.56,322874.92,616884.37,1/1/2015,10/19/2016,Y,194569
"SARBANES, JOHN P. MR.",H,DEM,INCUMBENT,MD,923450.52,,923450.52,622697.46,747939.17,1048868.65,533199.04,1/1/2015,10/19/2016,Y,194362
"DESAULNIER, MARK",H,DEM,INCUMBENT,CA,568045.65,,568045.65,401690.73,20826.27,190444.45,287602.47,1/1/2015,10/19/2016,Y,194345
"GIBBS, ROBERT",H,REP,INCUMBENT,OH,879396.71,,879396.71,618691.51,867101.92,1127909.46,618589.17,1/1/2015,10/19/2016,Y,194146
"DEGETTE, DIANA L.",H,DEM,INCUMBENT,CO,1196126.85,,1196126.85,1097346.05,20157.16,119241.63,772980.76,1/1/2015,10/19/2016,Y,193598
"HIGGINS, BRIAN",H,DEM,INCUMBENT,NY,741761.07,,741761.07,524401.21,620920.27,839446.56,342672.77,1/1/2015,10/19/2016,Y,193518
"LAWSON, ALFRED JR",H,DEM,CHALLENGER,FL,241573.24,,241573.24,239804.03,-18680.78,103020.86,237502.38,1/1/2015,10/19/2016,Y,193430
"KUSTOFF, DAVID",H,REP,OPEN,TN,998531.00,,998531.00,971165.09,2552.76,256608.00,966978.39,1/1/2015,10/19/2016,Y,193353
"ROKITA, THEODORE EDWARD",H,REP,INCUMBENT,IN,1288034.51,,1288034.51,1046646.11,1053021.35,1300912.95,750018.61,1/1/2015,10/19/2016,Y,193272
"YOHO, THEODORE SCOTT",H,REP,INCUMBENT,FL,800286.87,,800286.87,526362.54,90736.47,366697.91,488663.05,1/1/2015,10/19/2016,Y,193261
"JOHNSON, SAM MR.",H,REP,INCUMBENT,TX,1066344.04,,1066344.04,1044432.81,505717.03,528501.27,1015714.11,1/1/2015,10/19/2016,Y,193063
"LARSON, JOHN B",H,DEM,INCUMBENT,CT,1528311.36,,1528311.36,1392479.03,424071.73,572727.76,992428.81,1/1/2015,10/19/2016,Y,193040
"UPTON, FREDERICK STEPHEN",H,REP,INCUMBENT,MI,2723089.00,92384.24,2815473.24,1825204.41,54922.25,1065534.48,1802224.46,1/1/2015,10/19/2016,Y,192862
"JAYAPAL, PRAMILA",H,DEM,OPEN,WA,2509839.94,,2509839.94,2319286.83,,193125.26,2297795.30,1/21/2016,10/19/2016,Y,192566
"FRELINGHUYSEN, RODNEY P.",H,REP,INCUMBENT,NJ,1834819.94,50777.42,1885597.36,1377702.82,147761.58,657510.47,907249.19,1/1/2015,10/19/2016,Y,192538
"POLIQUIN, BRUCE L",H,REP,INCUMBENT,ME,3176610.30,58916.96,3235527.26,2210965.65,8673.97,1033235.58,2200307.59,1/1/2015,10/19/2016,Y,192285
"GOHMERT, LOUIS B. MR. JR.",H,REP,INCUMBENT,TX,719809.67,,719809.67,801593.84,173122.02,96037.34,775630.26,1/1/2015,10/19/2016,Y,192066
"MCEACHIN, ASTON DONALD MR.",H,DEM,CHALLENGER,VA,703094.05,,703094.05,316884.06,,386419.40,311874.65,1/1/2016,10/19/2016,Y,191939
"TIPTON, SCOTT R.",H,REP,INCUMBENT,CO,1627066.65,,1627066.65,1572040.20,175450.52,239547.29,1529369.88,1/1/2015,10/19/2016,Y,191917
"PRICE, THOMAS EDMUNDS",H,REP,INCUMBENT,GA,2163196.21,57837.13,2221033.34,2220875.80,2256395.28,2261845.76,1161422.01,1/1/2015,10/19/2016,Y,191792
"RASKIN, JAMIE",H,DEM,OPEN,MD,2400678.42,,2400678.42,2112370.78,,290897.55,2002326.81,4/3/2015,10/19/2016,Y,191671
"PITTENGER, ROBERT M. HON.",H,REP,INCUMBENT,NC,708966.88,320887.43,1029854.31,1093317.73,74194.55,22341.13,956313.28,1/1/2015,10/19/2016,Y,191660
"ROGERS, MICHAEL DENNIS",H,REP,INCUMBENT,AL,1079877.00,,1079877.00,975920.50,457814.01,565465.07,806683.14,1/1/2015,10/19/2016,Y,190724
"MULLIN, MARKWAYNE MR.",H,REP,INCUMBENT,OK,1444634.62,93064.20,1537698.82,1385788.99,184153.98,340311.63,1216941.17,1/1/2015,10/19/2016,Y,189612
"BEATTY, JOYCE",H,DEM,INCUMBENT,OH,1063735.86,,1063735.86,617640.16,358727.46,811697.99,600893.33,1/1/2015,10/19/2016,Y,189536
"KILMER, DEREK",H,DEM,INCUMBENT,WA,1979244.29,63310.97,2042555.26,988382.61,940622.02,1996457.14,585197.16,1/1/2015,10/19/2016,Y,189168
"SWALWELL, ERIC MICHAEL",H,DEM,INCUMBENT,CA,1810904.64,2725.49,1813630.13,1251098.89,397504.81,985054.10,960410.84,1/1/2015,10/19/2016,Y,188179
"KAPTUR, MARCY C HON.",H,DEM,INCUMBENT,OH,846476.41,,846476.41,642032.34,369244.52,574688.59,325129.71,1/1/2015,10/19/2016,Y,187926
"HUDSON, RICHARD L. JR.",H,REP,INCUMBENT,NC,1947467.12,33929.14,1981396.26,2339250.93,439045.70,89039.91,2206944.74,1/1/2015,10/19/2016,Y,187909
"BUCSHON, LARRY D.",H,REP,INCUMBENT,IN,902007.00,52529.80,954536.80,917682.66,305268.86,344789.67,531175.53,1/1/2015,10/19/2016,Y,187569
"ESPAILLAT, ADRIANO",H,DEM,OPEN,NY,773929.01,,773929.01,635931.43,6871.21,144955.01,597941.21,1/1/2015,10/19/2016,Y,187382
"FORTENBERRY, JEFFREY L. HONORABLE",H,REP,INCUMBENT,NE,756447.40,,756447.40,348220.36,1159346.64,1572605.14,268820.36,1/1/2015,10/19/2016,Y,187258
"DAVIS, RODNEY L",H,UNK,INCUMBENT,IL,2433269.14,10874.55,2444143.69,1682519.52,126337.40,918940.07,1435552.57,1/1/2015,10/19/2016,Y,186791
"SMITH, D ADAM",H,DEM,INCUMBENT,WA,825468.93,,825468.93,1050617.41,579496.88,358670.93,827743.66,1/1/2015,10/19/2016,Y,186787
"CHAFFETZ, JASON",H,REP,INCUMBENT,UT,1263559.52,28500.00,1292059.52,1188339.97,309377.68,415104.88,1123032.32,1/1/2015,10/19/2016,Y,186743
"SANFORD, MARSHALL C. HON.",H,REP,INCUMBENT,SC,679713.00,,679713.00,154966.02,504337.04,1029218.13,154281.91,1/1/2015,10/19/2016,Y,186735
"HIMES, JIM",H,DEM,INCUMBENT,CT,1959376.82,,1959376.82,781243.38,1045413.29,2292302.21,595903.38,1/1/2015,10/19/2016,Y,185928
"CLEAVER, EMANUEL II",H,DEM,INCUMBENT,MO,1066028.26,,1066028.26,713399.51,73434.15,423480.13,677611.61,1/1/2015,10/19/2016,Y,185494
"PERLMUTTER, EDWIN G",H,DEM,INCUMBENT,CO,1792852.21,,1792852.21,1649109.53,181776.86,341099.18,1633529.89,1/1/2015,10/19/2016,Y,185208
"DENT, CHARLES W. REP.",H,REP,INCUMBENT,PA,1554995.99,5295.00,1560290.99,1393923.34,937815.58,1107799.85,929763.67,1/1/2015,10/19/2016,Y,184562
"CRIST, CHARLIE JOSEPH",H,DEM,CHALLENGER,FL,1555149.87,,1555149.87,1425045.22,,169149.65,1423660.22,10/1/2015,10/19/2016,Y,184371
"LANCE, LEONARD",H,REP,INCUMBENT,NJ,1028345.54,75.00,1028420.54,1030778.30,318474.65,317061.89,958340.30,1/1/2015,10/19/2016,Y,184309
"MEEKS, GREGORY W.",H,DEM,INCUMBENT,NY,907507.38,,907507.38,927237.25,165427.26,149803.82,835060.58,1/1/2015,10/19/2016,Y,184179
"SHUSTER, WILLIAM MR.",H,REP,INCUMBENT,PA,3708442.11,7083.33,3715525.44,3540530.20,415297.62,596742.47,3019946.99,1/1/2015,10/19/2016,Y,183798
"WILSON, JOE THE HON.",H,REP,INCUMBENT,SC,1018320.02,5265.00,1023585.02,619613.46,222664.51,626796.22,606103.29,1/1/2015,10/19/2016,Y,183766
"WALBERG, TIMOTHY L HON.",H,REP,INCUMBENT,MI,2073389.69,154987.87,2228377.56,1762636.06,319455.36,786592.93,1750406.16,1/1/2015,10/19/2016,Y,183594
"HERRERA BEUTLER, JAIME",H,REP,INCUMBENT,WA,1265076.42,,1265076.42,1289243.43,855171.89,836275.96,1093354.65,1/1/2015,10/19/2016,Y,183375
"ROSS, DENNIS ALAN",H,REP,INCUMBENT,FL,1134624.03,17016.84,1151640.87,925570.50,15343.06,246532.13,920451.80,1/1/2015,10/19/2016,Y,182498
"AMODEI, MARK EUGENE",H,REP,INCUMBENT,,784517.02,,784517.02,775713.02,195378.40,212014.94,701021.11,1/1/2015,10/19/2016,Y,182452
"MURPHY, STEPHANIE",H,DEM,CHALLENGER,FL,760830.56,,760830.56,603345.23,,174198.29,601122.27,4/1/2016,10/19/2016,Y,181758
"OLSON, PETER G.",H,REP,INCUMBENT,TX,1450130.67,,1450130.67,1171709.83,330544.29,625223.27,1058886.64,1/1/2015,10/19/2016,Y,181663
"PAYNE, DONALD M., JR.",H,DEM,INCUMBENT,,503655.08,,503655.08,414847.77,30620.59,118441.88,386122.77,1/1/2015,10/19/2016,Y,181591
"THOMPSON, BENNIE G.",H,DEM,INCUMBENT,MS,922794.70,,922794.70,809357.51,1256540.21,1373003.64,761265.17,1/1/2015,10/19/2016,Y,181108
"SCHULTZ, DEBBIE WASSERMAN",H,DEM,INCUMBENT,FL,3564635.25,243675.00,3808310.25,3856443.36,362511.92,387755.01,3615286.48,1/1/2015,10/19/2016,Y,180979
"COFFMAN, MIKE REP.",H,REP,INCUMBENT,CO,3199556.32,80087.07,3279643.39,2778184.98,22523.20,531741.71,2691169.92,1/1/2015,10/19/2016,Y,180727
"WILLIAMS, ROGER",H,REP,INCUMBENT,TX,1403676.28,246930.68,1650606.96,1106588.36,416817.86,973463.32,1052082.07,1/1/2015,10/19/2016,Y,180579
"LUJAN GRISHAM, MICHELLE",H,DEM,INCUMBENT,NM,1732010.11,,1732010.11,1755963.55,183452.74,217828.66,1207357.16,1/1/2015,10/19/2016,Y,179380
"CLYBURN, JAMES E.",H,DEM,INCUMBENT,SC,2032648.20,,2032648.20,1979541.02,1251219.13,1308449.83,864679.61,1/1/2015,10/19/2016,Y,179351
"NOLAN, RICHARD M.",H,DFL,INCUMBENT,MN,2571157.44,,2571157.44,1882394.27,26663.37,718566.82,1863869.24,1/1/2015,10/19/2016,Y,179106
"MCCAUL, MICHAEL",H,REP,INCUMBENT,TX,1615019.00,49360.58,1664379.58,1503453.51,61663.44,223337.87,1376646.15,1/1/2015,10/19/2016,Y,178926
"NORCROSS, DONALD W",H,DEM,INCUMBENT,NJ,2027685.60,,2027685.60,2018985.66,25920.04,286747.79,1851705.17,1/1/2015,10/19/2016,Y,178655
"SCHRADER, KURT",H,DEM,INCUMBENT,OR,1723579.80,,1723579.80,1459029.09,861627.22,1190727.64,1109359.39,1/1/2015,10/19/2016,Y,178405
"JENKINS, LYNN",H,REP,INCUMBENT,KS,2080086.43,18375.00,2098461.43,895295.25,308719.18,1578000.38,736385.25,1/1/2015,10/19/2016,Y,177851
"HUFFMAN, JARED",H,DEM,INCUMBENT,CA,918943.27,,918943.27,699921.40,384552.29,607930.04,521336.86,1/1/2015,10/19/2016,Y,177724
"MACARTHUR, THOMAS",H,REP,INCUMBENT,NJ,1579059.23,1250.00,1580309.23,1606286.53,4385.97,201787.40,1253462.23,1/1/2015,10/19/2016,Y,177522
"DELBENE, SUZAN K",H,DEM,INCUMBENT,WA,1870977.40,41785.27,1912762.67,1431643.64,98648.05,595452.78,983829.87,1/1/2015,10/19/2016,Y,176521
"FLEISCHMANN, CHARLES J",H,REP,INCUMBENT,TN,1593694.14,1672.84,1595366.98,1051967.76,52563.13,596975.07,827747.49,1/1/2015,10/19/2016,Y,176440
"HILL, JAMES FRENCH",H,REP,INCUMBENT,AR,2053082.07,51237.12,2104319.19,1390742.40,49251.83,802028.69,1323692.33,1/1/2015,10/19/2016,Y,176100
"MULVANEY, JOHN MICHAEL 'MICK'",H,REP,INCUMBENT,SC,1173573.41,,1173573.41,866579.69,203170.83,511737.97,791665.56,1/1/2015,10/19/2016,Y,175139
"ESTY, ELIZABETH",H,DEM,INCUMBENT,CT,1876155.35,,1876155.35,900079.29,47328.58,1024250.23,782972.74,1/1/2015,10/19/2016,Y,174788
"PALAZZO, STEVEN MCCARTY",H,REP,INCUMBENT,MS,736576.28,,736576.28,502593.19,58354.36,293054.27,369376.37,1/1/2015,10/19/2016,Y,174783
"REICHERT, DAVE",H,REP,INCUMBENT,WA,1502925.18,,1502925.18,1267596.95,397050.94,636613.60,1255862.52,1/1/2015,10/19/2016,Y,174729
"HOLLINGSWORTH, TREY",H,REP,OPEN,IN,332670.75,,332670.75,3024056.06,,82114.69,2980633.87,6/4/2015,10/19/2016,Y,174698
"ZELDIN, LEE M",H,REP,INCUMBENT,NY,3932892.44,219250.10,4152142.54,2641402.41,46808.46,1584121.12,2618421.22,1/1/2015,10/19/2016,Y,174682
"KUSTER, ANN MCLANE",H,DEM,INCUMBENT,NH,3035819.19,10928.79,3046747.98,1802338.11,30194.38,1307811.09,1580318.90,1/1/2015,10/19/2016,Y,174386
"LEWIS, JASON MARK MR.",H,REP,OPEN,MN,787572.46,,787572.46,713388.28,,74557.60,698364.86,10/1/2015,10/19/2016,Y,174030
"RICE, KATHLEEN",H,DEM,INCUMBENT,NY,1916810.49,99836.78,2016647.27,1427067.54,28954.67,644466.63,1388529.94,1/1/2015,10/19/2016,Y,173796
"LIEU, TED",H,DEM,INCUMBENT,CA,1875220.20,,1875220.20,1026641.14,121864.10,983752.07,638745.47,1/1/2015,10/19/2016,Y,173778
"WOODALL, ROB REP.",H,REP,INCUMBENT,GA,588520.26,,588520.26,356526.60,50148.46,282161.92,286006.80,1/1/2015,10/19/2016,Y,173638
"PETERSON, COLLIN CLARK",H,DEM,INCUMBENT,MN,1125808.70,,1125808.70,624028.66,50681.82,554322.21,442366.17,1/1/2015,10/19/2016,Y,173571
"THOMPSON, MIKE MR.",H,DEM,INCUMBENT,CA,1846790.05,,1846790.05,1698771.00,1476181.68,1643277.05,1215624.93,1/1/2015,10/19/2016,Y,172910
"TAYLOR, SCOTT",H,REP,OPEN,VA,666601.27,,666601.27,482422.91,,222310.36,447122.97,1/1/2016,10/19/2016,Y,172586
"RUPPERSBERGER, C.A. DUTCH",H,DEM,INCUMBENT,MD,997739.19,,997739.19,873642.04,1082895.55,1209582.15,717385.62,1/1/2015,10/19/2016,Y,172324
"KING, PETER T. HON.",H,REP,INCUMBENT,NY,945462.00,,945462.00,885863.63,2911844.81,2984666.37,596943.58,1/1/2015,10/19/2016,Y,171915
"WALTERS, MIMI",H,REP,INCUMBENT,CA,1343829.67,517578.05,1861407.72,1483731.38,106408.92,495619.10,1400947.54,1/1/2015,10/19/2016,Y,171736
"LOFGREN, ZOE",H,DEM,INCUMBENT,CA,1319088.33,,1319088.33,944066.05,1051303.33,1442557.64,571764.04,1/1/2015,10/19/2016,Y,171688
"YODER, KEVIN",H,REP,INCUMBENT,KS,2569622.67,31312.43,2600935.10,2620496.05,1260773.36,1270155.51,2588752.95,1/1/2015,10/19/2016,Y,171647
"SCOTT, JAMES AUSTIN",H,REP,INCUMBENT,GA,948328.61,,948328.61,958417.11,462598.92,455686.12,712691.41,1/1/2015,10/19/2016,Y,171592
"GOSAR, PAUL ANTHONY",H,REP,INCUMBENT,AZ,678182.99,,678182.99,683357.24,112812.09,107940.07,664064.74,1/1/2015,10/19/2016,Y,171501
"GABBARD, TULSI",H,DEM,INCUMBENT,HI,2044533.49,34605.95,2079139.44,1101059.64,1080800.02,2072989.88,926059.16,1/1/2015,10/19/2016,Y,170829
"RICE, TOM",H,REP,INCUMBENT,SC,1061145.07,,1061145.07,867035.99,378235.92,573596.17,531106.82,1/1/2015,10/19/2016,Y,170826
"BUSTOS, CHERI",H,DEM,INCUMBENT,IL,3259165.04,6937.41,3266102.45,1665655.28,135107.63,1798340.81,1259742.57,1/1/2015,10/19/2016,Y,170746
"COOPER, JAMES H S",H,DEM,INCUMBENT,TN,590898.82,,590898.82,555041.58,855540.57,898535.98,367843.00,1/1/2015,10/19/2016,Y,170729
"MCMORRIS RODGERS, CATHY",H,REP,INCUMBENT,WA,2482182.00,510467.00,2992649.00,2995771.00,182754.00,184859.00,2852362.00,1/1/2015,10/19/2016,Y,170711
"KATKO, JOHN M",H,REP,INCUMBENT,NY,2401747.66,144286.51,2546034.17,1822753.77,13783.38,740007.30,1771528.98,1/1/2015,10/19/2016,Y,170532
"NADLER, JERROLD L. MR.",H,DEM,INCUMBENT,NY,1579298.71,,1579298.71,1157515.05,321502.57,744131.80,972474.88,1/1/2015,10/19/2016,Y,170286
"COHEN, STEPHEN IRA",H,DEM,INCUMBENT,,575143.07,,575143.07,235386.82,617836.95,958593.20,231086.82,1/1/2015,10/19/2016,Y,169911
"JOHNSON, EDDIE BERNICE",H,DEM,INCUMBENT,TX,362546.22,,362546.22,324505.13,78765.92,120910.26,274373.54,1/1/2015,10/19/2016,Y,169905
"BOST, MICHAEL",H,REP,INCUMBENT,IL,2217746.65,30099.54,2247846.19,2113634.92,27294.05,161669.31,1920322.30,1/1/2015,10/19/2016,Y,169233
"SLAUGHTER, LOUISE M",H,DEM,INCUMBENT,NY,1331085.30,,1331085.30,1294872.10,340343.47,377270.58,1271619.60,1/1/2015,10/19/2016,Y,169199
"WALZ, TIMOTHY J",H,DEM,INCUMBENT,MN,1463098.46,827.77,1463926.23,1247122.95,79298.63,317592.48,1201879.38,1/1/2015,10/19/2016,Y,169076
"POE, TED",H,REP,INCUMBENT,TX,790264.14,,790264.14,551699.14,1849561.53,2094557.47,338466.85,1/1/2015,10/19/2016,Y,168524
"SCHIFF, ADAM",H,DEM,INCUMBENT,CA,888819.57,,888819.57,897256.51,2104594.56,2105419.52,616081.11,1/1/2015,10/19/2016,Y,168082
"LUJAN, BEN R MR.",H,DEM,INCUMBENT,NM,2000786.65,,2000786.65,1643220.66,536686.15,928564.73,1081461.16,1/1/2015,10/19/2016,Y,167848
"LOBIONDO, FRANK A.",H,REP,INCUMBENT,NJ,1455618.51,,1455618.51,1156484.64,393160.22,706664.61,1065626.37,1/1/2015,10/19/2016,Y,167816
"SMUCKER, LLOYD K",H,REP,OPEN,PA,881536.34,59694.07,941230.41,1437391.72,,94951.89,1199537.30,12/1/2015,10/19/2016,Y,167698
"DELANEY, JOHN K",H,DEM,INCUMBENT,MD,1602913.06,,1602913.06,1451293.34,24504.22,249191.93,1340009.35,1/1/2015,10/19/2016,Y,167229
"ROHRABACHER, DANA",H,REP,INCUMBENT,CA,748478.36,,748478.36,594267.23,8960.08,202048.20,532168.95,1/1/2015,10/19/2016,Y,165987
"CARTER, JOHN R. REP.",H,REP,INCUMBENT,DC,922458.96,,922458.96,1125117.26,598079.44,399887.75,1046536.02,1/1/2015,10/19/2016,Y,165678
"DESJARLAIS, SCOTT HON.",H,REP,INCUMBENT,TN,592673.00,,592673.00,502332.61,24938.67,115279.49,502132.61,1/1/2015,10/19/2016,Y,165594
"LAMALFA, DOUG",H,REP,INCUMBENT,CA,733365.98,,733365.98,760418.49,98168.10,73817.87,697896.21,1/1/2015,10/19/2016,Y,164907
"WALORSKI SWIHART, JACKIE",H,REP,INCUMBENT,IN,1776545.98,13869.99,1790415.97,1718218.86,238479.41,312741.10,1641565.77,1/1/2015,10/19/2016,Y,164276
"STEFANIK, ELISE M.",H,REP,INCUMBENT,NY,2638289.85,318243.65,2956533.50,2233323.44,22557.71,753432.95,2209139.96,1/1/2015,10/19/2016,Y,164212
"POMPEO, MICHAEL RICHARD",H,REP,INCUMBENT,KS,1399185.25,,1399185.25,1266032.67,1100497.64,1237245.09,919642.67,1/1/2015,10/19/2016,Y,163403
"COLEMAN, BONNIE WATSON",H,DEM,INCUMBENT,DC,1042694.38,,1042694.38,685372.50,7644.46,365076.84,628766.24,1/1/2015,10/19/2016,Y,162383
"MCKINLEY, DAVID B. MR.",H,REP,INCUMBENT,WV,1050834.04,,1050834.04,907206.26,422412.64,566040.42,618806.26,1/1/2015,10/19/2016,Y,162339
"SHEA-PORTER, CAROL",H,DEM,CHALLENGER,NH,1309016.34,,1309016.34,1048088.40,20631.63,292100.54,1016598.50,1/1/2015,10/19/2016,Y,161828
"WEBER, RANDY",H,REP,INCUMBENT,TX,583125.24,,583125.24,492292.85,209896.87,367487.27,407983.89,1/1/2015,10/19/2016,Y,160340
"RUSSELL, STEVEN DANE",H,REP,INCUMBENT,OK,761476.25,,761476.25,705239.68,2115.35,68209.79,703664.71,1/1/2015,10/19/2016,Y,160012
"SHERMAN, BRAD",H,DEM,INCUMBENT,CA,1427285.46,,1427285.46,470582.92,237122.36,1207593.22,344111.96,1/1/2015,10/19/2016,Y,159974
"BARTON, JOE LINUS",H,REP,INCUMBENT,TX,1134554.62,,1134554.62,1232009.38,418874.14,339940.03,1215122.38,1/1/2015,10/19/2016,Y,159213
"HECK, DENNIS",H,DEM,INCUMBENT,WA,1471686.23,,1471686.23,904382.84,212560.44,782670.22,554116.20,1/1/2015,10/19/2016,Y,159208
"SCHWEIKERT, DAVID",H,REP,INCUMBENT,AZ,499491.84,250158.14,749649.98,722431.87,37475.50,64693.61,285981.87,1/1/2015,10/19/2016,Y,158975
"VELAZQUEZ, NYDIA M",H,DEM,INCUMBENT,NY,720083.80,,720083.80,898023.83,239719.87,61779.84,659568.83,1/1/2015,10/19/2016,Y,158972
"CARSON, ANDRE",H,DEM,INCUMBENT,IN,1034711.23,35764.29,1070475.52,676190.50,685209.70,1080263.20,582839.19,1/1/2015,10/19/2016,Y,158606
"BIGGS, ANDY",H,REP,OPEN,AZ,603887.63,,603887.63,807788.79,,69832.40,693446.51,2/25/2016,10/19/2016,Y,157980
"ROS-LEHTINEN, ILEANA THE HON.",H,REP,INCUMBENT,FL,1152612.30,7900.00,1160512.30,2962711.12,1944750.85,173630.85,2927674.78,1/1/2015,10/19/2016,Y,157763
"DIAZ-BALART, MARIO",H,REP,INCUMBENT,FL,1288651.02,6546.98,1295198.00,1133465.85,635365.25,807408.99,1109604.27,1/1/2015,10/19/2016,Y,157748
"MCSALLY, MARTHA E. MS.",H,REP,INCUMBENT,AZ,6632898.31,335870.76,6968769.07,6178879.50,468505.92,1349307.96,5790730.08,1/1/2015,10/19/2016,Y,157677
"FOSTER, G. WILLIAM (BILL)",H,DEM,INCUMBENT,IL,2768191.19,0.40,2768191.59,1363367.14,1067770.54,2473001.29,1035105.68,1/1/2015,10/19/2016,Y,157659
"BISHOP, ROBERT",H,REP,INCUMBENT,UT,953494.24,,953494.24,647963.70,45781.01,351390.11,269763.70,1/1/2015,10/19/2016,Y,157106
"GOTTHEIMER, JOSH",H,DEM,CHALLENGER,NJ,4290942.36,,4290942.36,2344357.15,,1959870.27,2316322.09,1/1/2015,10/19/2016,Y,156863
"SUOZZI, THOMAS",H,DEM,OPEN,NY,2085114.81,12151.22,2097266.03,1771065.81,,329213.53,1765203.91,1/1/2016,10/19/2016,Y,156315
"CHENEY, ELIZABETH MRS.",H,REP,OPEN,WY,1854052.06,157180.59,2011232.65,1678625.91,,332606.74,1612209.61,1/1/2016,10/19/2016,Y,156040
"CARTWRIGHT, MATT",H,DEM,INCUMBENT,PA,883482.83,,883482.83,740867.40,453073.80,623169.52,551515.81,1/1/2015,10/19/2016,Y,155766
"CARBAJAL, SALUD",H,DEM,OPEN,CA,2873441.90,,2873441.90,2501846.16,,412018.71,2424323.48,4/1/2015,10/19/2016,Y,155492
"MARCHANT, KENNY E MR.",H,REP,INCUMBENT,TX,808164.82,,808164.82,469718.02,877891.20,1343808.03,297318.02,1/1/2015,10/19/2016,Y,154364
"FASO, JOHN J. MR.",H,REP,OPEN,NY,2606574.76,39981.37,2646556.13,2354913.08,,297574.08,2332231.00,7/1/2015,10/19/2016,Y,153143
"GREEN, ALEXANDER",H,DEM,INCUMBENT,TX,528106.92,58641.26,586748.18,550373.98,130053.22,221358.23,282970.00,1/1/2015,10/19/2016,Y,151884
"PASCRELL, WILLIAM J. HON.",H,DEM,INCUMBENT,NJ,1608405.39,,1608405.39,1074702.16,961742.88,1496339.62,740704.28,1/1/2015,10/19/2016,Y,151823
"MCCARTHY, KEVIN",H,REP,INCUMBENT,CA,4437636.51,3027377.00,7465013.51,7509497.46,1854633.07,1875194.64,3933938.98,1/1/2015,10/19/2016,Y,151346
"DAVIS, SUSAN",H,DEM,INCUMBENT,CA,461526.84,,461526.84,448474.98,241803.50,255248.99,272044.17,1/1/2015,10/19/2016,Y,151269
"PALLONE, FRANK JR",H,DEM,INCUMBENT,NJ,2220322.38,5525.84,2225848.22,1333941.56,504059.60,1396597.62,952300.46,1/1/2015,10/19/2016,Y,150971
"BASS, KAREN",H,DEM,INCUMBENT,CA,582067.51,,582067.51,613877.97,276177.47,252820.01,386221.77,1/1/2015,10/19/2016,Y,150535
"SERRANO, JOSE E.",H,DEM,INCUMBENT,NY,248391.93,,248391.93,248766.39,43001.87,42627.41,215071.81,1/1/2015,10/19/2016,Y,150058
"LEE, SHEILA JACKSON",H,DEM,INCUMBENT,TX,378520.45,,378520.45,380130.10,212815.22,211205.57,306334.22,1/1/2015,10/19/2016,Y,149928
"STEWART, CHRIS",H,REP,INCUMBENT,UT,833559.40,,833559.40,746965.87,131432.23,218597.35,709400.12,1/1/2015,10/19/2016,Y,149838
"REED, THOMAS W II",H,REP,INCUMBENT,NY,2991588.71,4851.75,2996440.46,2451948.26,85884.04,633105.05,2441769.45,1/1/2015,10/19/2016,Y,149779
"FLORES, BILL",H,REP,INCUMBENT,TX,1669025.27,5100.21,1674125.48,1586633.14,260249.62,373357.36,1260506.41,1/1/2015,10/19/2016,Y,149497
"MALONEY, SEAN PATRICK",H,DEM,INCUMBENT,NY,3441310.60,20208.71,3461519.31,1461156.50,105742.61,2132657.71,1418739.26,1/1/2015,10/19/2016,Y,149056
"HUNTER, DUNCAN D.",H,REP,INCUMBENT,CA,1046759.96,38425.35,1085185.31,860341.08,452572.69,701618.77,789980.94,1/1/2015,10/19/2016,Y,148880
"PETERS, SCOTT",H,DEM,INCUMBENT,CA,3342555.94,4051.98,3346607.92,2153627.02,68698.73,1305749.43,2053334.94,1/1/2015,10/19/2016,Y,148651
"BROWNLEY, JULIA",H,DEM,INCUMBENT,CA,3136792.27,,3136792.27,1563563.07,275379.83,1896118.96,1404724.47,1/1/2015,10/19/2016,Y,148550
"CURBELO, CARLOS MR.",H,REP,INCUMBENT,FL,3209851.17,331517.95,3541369.12,3118088.14,10280.50,436296.48,3095134.67,1/1/2015,10/19/2016,Y,148445
"ROSEN, JACKY",H,DEM,OPEN,NV,1291755.02,,1291755.02,1173662.73,,153092.29,1145111.27,1/1/2016,10/19/2016,Y,146653
"BISHOP, SANFORD D JR",H,DEM,INCUMBENT,GA,1068693.82,,1068693.82,884258.17,144316.29,329823.29,849080.55,1/1/2015,10/19/2016,Y,146284
"MATSUI, DORIS",H,DEM,INCUMBENT,CA,1055275.61,,1055275.61,922804.65,275234.01,407903.63,759965.14,1/1/2015,10/19/2016,Y,145704
"HANABUSA, COLLEEN WAKAKO",H,DEM,OPEN,HI,813299.23,,813299.23,403738.91,34911.00,444469.26,398738.91,1/1/2015,10/19/2016,Y,145365
