can_nam,can_off,can_par_aff,can_inc_cha_ope_sea,can_sta,tot_con,tra_fro_oth_aut_com,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,net_ope_exp,cov_sta_dat,cov_end_dat,winner,votes
"SMITH, LAMAR",H,REP,INCUMBENT,TX,"$1,475,341.33 ",,"$1,694,337.86 ","$764,753.05 ","$581,608.40 ","$1,533,957.21 ",1/1/2015,10/19/2016,Y,202523
"BARR, GARLAND ANDY",H,REP,INCUMBENT,KY,"$2,317,764.24 ","$4,300.33 ","$2,035,976.32 ","$488,765.33 ","$781,614.19 ","$1,801,575.26 ",1/1/2015,10/19/2016,Y,202094
"BLACK, DIANE L MRS.",H,REP,INCUMBENT,TN,"$1,664,963.21 ",,"$2,608,987.87 ","$1,066,815.57 ","$134,610.06 ","$2,423,018.72 ",1/1/2015,10/19/2016,Y,202038
"QUIGLEY, MIKE",H,DEM,INCUMBENT,IL,"$961,720.11 ",,"$744,180.00 ","$508,460.43 ","$726,143.77 ","$495,004.50 ",1/1/2015,10/19/2016,Y,201983
"HARPER, GREGG",H,REP,INCUMBENT,MS,"$850,830.00 ","$27,000.00 ","$1,033,629.29 ","$813,182.89 ","$657,383.60 ","$1,031,629.29 ",1/1/2015,10/19/2016,Y,201280
"BANKS, JAMES E",H,REP,OPEN,IN,"$1,594,659.81 ",,"$1,375,414.83 ",,"$219,244.98 ","$1,268,380.07 ",4/1/2015,10/19/2016,Y,201206
"BERGMAN, JOHN",H,REP,OPEN,MI,"$742,869.97 ","$8,793.17 ","$1,003,000.95 ",,"$125,529.68 ","$974,243.16 ",1/18/2016,10/19/2016,Y,201153
"MAST, BRIAN",H,REP,OPEN,FL,"$2,248,442.59 ","$112,398.95 ","$1,965,591.45 ",,"$395,851.31 ","$1,938,365.50 ",4/1/2015,10/19/2016,Y,201011
"TROTT, DAVID A",H,REP,INCUMBENT,MI,"$1,192,534.10 ",,"$779,741.94 ","$50,448.01 ","$490,268.98 ","$723,723.13 ",1/1/2015,10/19/2016,Y,200787
"THOMPSON, GLENN MR",H,REP,INCUMBENT,PA,"$1,120,228.00 ","$24,398.39 ","$1,095,484.57 ","$310,510.49 ","$360,775.82 ","$1,034,615.62 ",1/1/2015,10/19/2016,Y,200627
"SCOTT, ROBERT C.",H,DEM,INCUMBENT,VA,"$661,517.05 ",,"$577,616.15 ","$99,952.54 ","$189,576.53 ","$422,472.69 ",1/1/2015,10/19/2016,Y,199748
"LEVIN, SANDER M MR",H,DEM,INCUMBENT,MI,"$1,230,357.08 ",$564.02 ,"$1,145,783.21 ","$199,665.24 ","$298,081.99 ","$608,029.35 ",1/1/2015,10/19/2016,Y,199620
"BLACKBURN, MARSHA MRS.",H,REP,INCUMBENT,TN,"$2,016,286.49 ",,"$1,272,741.83 ","$1,862,627.81 ","$2,625,944.68 ","$1,262,562.12 ",1/1/2015,10/19/2016,Y,199057
"DEMINGS, VALDEZ 'VAL'",H,DEM,CHALLENGER,FL,"$1,340,971.46 ",,"$1,296,347.15 ",,"$55,641.83 ","$1,155,391.62 ",7/1/2015,10/19/2016,Y,198309
"RICHMOND, CEDRIC L.",H,DEM,INCUMBENT,LA,"$1,323,574.61 ",,"$756,772.56 ","$131,994.13 ","$701,082.84 ","$622,731.05 ",1/1/2015,10/19/2016,Y,198169
"HULTGREN, RANDY",H,REP,INCUMBENT,IL,"$1,142,766.15 ","$7,375.87 ","$1,028,126.28 ","$280,861.67 ","$403,865.78 ","$679,237.91 ",1/1/2015,10/19/2016,Y,197962
"LOEBSACK, DAVID WAYNE",H,DEM,INCUMBENT,IA,"$1,543,736.54 ",,"$610,455.18 ","$33,469.28 ","$983,608.75 ","$542,597.07 ",1/1/2015,10/19/2016,Y,197802
"DEUTCH, THEODORE ELIOT",H,DEM,INCUMBENT,FL,"$1,462,380.68 ",,"$1,554,143.90 ","$529,966.35 ","$440,458.84 ","$1,315,472.86 ",1/1/2015,10/19/2016,Y,197396
"GOWDY, TREY",H,REP,INCUMBENT,SC,"$1,497,630.45 ",,"$1,201,603.23 ","$352,926.56 ","$656,307.98 ","$802,469.83 ",1/1/2015,10/19/2016,Y,197235
"CONYERS, JOHN JR.",H,DEM,INCUMBENT,MI,"$601,235.45 ",,"$587,087.19 ","$7,992.02 ","$26,085.44 ","$524,673.96 ",1/1/2015,10/19/2016,Y,197173
"DUNCAN, JEFFREY D MR.",H,REP,INCUMBENT,SC,"$553,960.81 ",,"$607,752.21 ","$162,264.25 ","$108,855.85 ","$394,520.05 ",1/1/2015,10/19/2016,Y,196793
"BUDD, THEODORE P MR.",H,REP,CHALLENGER,NC,"$433,820.00 ",,"$420,335.99 ",,"$63,484.01 ","$420,035.99 ",4/1/2016,10/19/2016,Y,196736
"MCCLINTOCK, THOMAS",H,REP,INCUMBENT,CA,"$995,363.00 ",,"$863,592.82 ","$217,098.69 ","$349,880.43 ","$721,156.26 ",1/1/2015,10/19/2016,Y,196613
"ROE, DAVID PHILLIP DR.",H,REP,INCUMBENT,TN,"$388,217.06 ",,"$277,472.09 ","$380,305.49 ","$498,069.64 ","$228,747.88 ",1/1/2015,10/19/2016,Y,196563
"GRANGER, KAY",H,REP,INCUMBENT,TX,"$1,382,299.90 ",,"$987,521.28 ","$116,463.44 ","$511,933.10 ","$635,720.60 ",1/1/2015,10/19/2016,Y,196331
"LARSEN, RICK",H,DEM,INCUMBENT,WA,"$907,164.65 ",,"$1,025,044.14 ","$302,610.39 ","$185,074.74 ","$728,688.85 ",1/1/2015,10/19/2016,Y,195661
"KILDEE, DANIEL T.",H,DEM,INCUMBENT,MI,"$1,008,084.97 ",,"$570,747.99 ","$117,453.12 ","$554,790.10 ","$398,747.99 ",1/1/2015,10/19/2016,Y,195076
"TONKO, PAUL DAVID",H,DEM,INCUMBENT,NY,"$1,105,347.68 ",,"$826,666.79 ","$456,698.26 ","$739,230.55 ","$502,944.30 ",1/1/2015,10/19/2016,Y,195005
"SOTO, DARREN",H,DEM,OPEN,FL,"$1,067,119.54 ",,"$994,048.89 ",,"$83,320.65 ","$971,478.89 ",7/1/2015,10/19/2016,Y,194963
"BARLETTA, LOU",H,REP,INCUMBENT,PA,"$1,163,619.35 ","$40,704.77 ","$753,135.26 ","$87,434.20 ","$539,585.40 ","$665,475.15 ",1/1/2015,10/19/2016,Y,194889
"CASTOR, KATHY",H,DEM,INCUMBENT,FL,"$663,961.13 ",,"$728,434.21 ","$754,373.84 ","$697,769.72 ","$497,802.61 ",1/1/2015,10/19/2016,Y,194851
"MOOLENAAR, JOHN",H,REP,INCUMBENT,MI,"$938,124.06 ","$19,921.83 ","$664,622.16 ","$28,050.56 ","$322,874.92 ","$616,884.37 ",1/1/2015,10/19/2016,Y,194569
"SARBANES, JOHN P. MR.",H,DEM,INCUMBENT,MD,"$923,450.52 ",,"$622,697.46 ","$747,939.17 ","$1,048,868.65 ","$533,199.04 ",1/1/2015,10/19/2016,Y,194362
"DESAULNIER, MARK",H,DEM,INCUMBENT,CA,"$568,045.65 ",,"$401,690.73 ","$20,826.27 ","$190,444.45 ","$287,602.47 ",1/1/2015,10/19/2016,Y,194345
"GIBBS, ROBERT",H,REP,INCUMBENT,OH,"$879,396.71 ",,"$618,691.51 ","$867,101.92 ","$1,127,909.46 ","$618,589.17 ",1/1/2015,10/19/2016,Y,194146
"DEGETTE, DIANA L.",H,DEM,INCUMBENT,CO,"$1,196,126.85 ",,"$1,097,346.05 ","$20,157.16 ","$119,241.63 ","$772,980.76 ",1/1/2015,10/19/2016,Y,193598
"HIGGINS, BRIAN",H,DEM,INCUMBENT,NY,"$741,761.07 ",,"$524,401.21 ","$620,920.27 ","$839,446.56 ","$342,672.77 ",1/1/2015,10/19/2016,Y,193518
"LAWSON, ALFRED JR",H,DEM,CHALLENGER,FL,"$241,573.24 ",,"$239,804.03 ","($18,680.78)","$103,020.86 ","$237,502.38 ",1/1/2015,10/19/2016,Y,193430
"KUSTOFF, DAVID",H,REP,OPEN,TN,"$998,531.00 ",,"$971,165.09 ","$2,552.76 ","$256,608.00 ","$966,978.39 ",1/1/2015,10/19/2016,Y,193353
"ROKITA, THEODORE EDWARD",H,REP,INCUMBENT,IN,"$1,288,034.51 ",,"$1,046,646.11 ","$1,053,021.35 ","$1,300,912.95 ","$750,018.61 ",1/1/2015,10/19/2016,Y,193272
"YOHO, THEODORE SCOTT",H,REP,INCUMBENT,FL,"$800,286.87 ",,"$526,362.54 ","$90,736.47 ","$366,697.91 ","$488,663.05 ",1/1/2015,10/19/2016,Y,193261
"JOHNSON, SAM MR.",H,REP,INCUMBENT,TX,"$1,066,344.04 ",,"$1,044,432.81 ","$505,717.03 ","$528,501.27 ","$1,015,714.11 ",1/1/2015,10/19/2016,Y,193063
"LARSON, JOHN B",H,DEM,INCUMBENT,CT,"$1,528,311.36 ",,"$1,392,479.03 ","$424,071.73 ","$572,727.76 ","$992,428.81 ",1/1/2015,10/19/2016,Y,193040
"UPTON, FREDERICK STEPHEN",H,REP,INCUMBENT,MI,"$2,723,089.00 ","$92,384.24 ","$1,825,204.41 ","$54,922.25 ","$1,065,534.48 ","$1,802,224.46 ",1/1/2015,10/19/2016,Y,192862
"JAYAPAL, PRAMILA",H,DEM,OPEN,WA,"$2,509,839.94 ",,"$2,319,286.83 ",,"$193,125.26 ","$2,297,795.30 ",1/21/2016,10/19/2016,Y,192566
"FRELINGHUYSEN, RODNEY P.",H,REP,INCUMBENT,NJ,"$1,834,819.94 ","$50,777.42 ","$1,377,702.82 ","$147,761.58 ","$657,510.47 ","$907,249.19 ",1/1/2015,10/19/2016,Y,192538
"POLIQUIN, BRUCE L",H,REP,INCUMBENT,ME,"$3,176,610.30 ","$58,916.96 ","$2,210,965.65 ","$8,673.97 ","$1,033,235.58 ","$2,200,307.59 ",1/1/2015,10/19/2016,Y,192285
"GOHMERT, LOUIS B. MR. JR.",H,REP,INCUMBENT,TX,"$719,809.67 ",,"$801,593.84 ","$173,122.02 ","$96,037.34 ","$775,630.26 ",1/1/2015,10/19/2016,Y,192066
"MCEACHIN, ASTON DONALD MR.",H,DEM,CHALLENGER,VA,"$703,094.05 ",,"$316,884.06 ",,"$386,419.40 ","$311,874.65 ",1/1/2016,10/19/2016,Y,191939
"TIPTON, SCOTT R.",H,REP,INCUMBENT,CO,"$1,627,066.65 ",,"$1,572,040.20 ","$175,450.52 ","$239,547.29 ","$1,529,369.88 ",1/1/2015,10/19/2016,Y,191917
"PRICE, THOMAS EDMUNDS",H,REP,INCUMBENT,GA,"$2,163,196.21 ","$57,837.13 ","$2,220,875.80 ","$2,256,395.28 ","$2,261,845.76 ","$1,161,422.01 ",1/1/2015,10/19/2016,Y,191792
"RASKIN, JAMIE",H,DEM,OPEN,MD,"$2,400,678.42 ",,"$2,112,370.78 ",,"$290,897.55 ","$2,002,326.81 ",4/3/2015,10/19/2016,Y,191671
"PITTENGER, ROBERT M. HON.",H,REP,INCUMBENT,NC,"$708,966.88 ","$320,887.43 ","$1,093,317.73 ","$74,194.55 ","$22,341.13 ","$956,313.28 ",1/1/2015,10/19/2016,Y,191660
"ROGERS, MICHAEL DENNIS",H,REP,INCUMBENT,AL,"$1,079,877.00 ",,"$975,920.50 ","$457,814.01 ","$565,465.07 ","$806,683.14 ",1/1/2015,10/19/2016,Y,190724
"MULLIN, MARKWAYNE MR.",H,REP,INCUMBENT,OK,"$1,444,634.62 ","$93,064.20 ","$1,385,788.99 ","$184,153.98 ","$340,311.63 ","$1,216,941.17 ",1/1/2015,10/19/2016,Y,189612
"BEATTY, JOYCE",H,DEM,INCUMBENT,OH,"$1,063,735.86 ",,"$617,640.16 ","$358,727.46 ","$811,697.99 ","$600,893.33 ",1/1/2015,10/19/2016,Y,189536
"KILMER, DEREK",H,DEM,INCUMBENT,WA,"$1,979,244.29 ","$63,310.97 ","$988,382.61 ","$940,622.02 ","$1,996,457.14 ","$585,197.16 ",1/1/2015,10/19/2016,Y,189168
"SWALWELL, ERIC MICHAEL",H,DEM,INCUMBENT,CA,"$1,810,904.64 ","$2,725.49 ","$1,251,098.89 ","$397,504.81 ","$985,054.10 ","$960,410.84 ",1/1/2015,10/19/2016,Y,188179
"KAPTUR, MARCY C HON.",H,DEM,INCUMBENT,OH,"$846,476.41 ",,"$642,032.34 ","$369,244.52 ","$574,688.59 ","$325,129.71 ",1/1/2015,10/19/2016,Y,187926
"HUDSON, RICHARD L. JR.",H,REP,INCUMBENT,NC,"$1,947,467.12 ","$33,929.14 ","$2,339,250.93 ","$439,045.70 ","$89,039.91 ","$2,206,944.74 ",1/1/2015,10/19/2016,Y,187909
"BUCSHON, LARRY D.",H,REP,INCUMBENT,IN,"$902,007.00 ","$52,529.80 ","$917,682.66 ","$305,268.86 ","$344,789.67 ","$531,175.53 ",1/1/2015,10/19/2016,Y,187569
"ESPAILLAT, ADRIANO",H,DEM,OPEN,NY,"$773,929.01 ",,"$635,931.43 ","$6,871.21 ","$144,955.01 ","$597,941.21 ",1/1/2015,10/19/2016,Y,187382
"FORTENBERRY, JEFFREY L. HONORABLE",H,REP,INCUMBENT,NE,"$756,447.40 ",,"$348,220.36 ","$1,159,346.64 ","$1,572,605.14 ","$268,820.36 ",1/1/2015,10/19/2016,Y,187258
"DAVIS, RODNEY L",H,UNK,INCUMBENT,IL,"$2,433,269.14 ","$10,874.55 ","$1,682,519.52 ","$126,337.40 ","$918,940.07 ","$1,435,552.57 ",1/1/2015,10/19/2016,Y,186791
"SMITH, D ADAM",H,DEM,INCUMBENT,WA,"$825,468.93 ",,"$1,050,617.41 ","$579,496.88 ","$358,670.93 ","$827,743.66 ",1/1/2015,10/19/2016,Y,186787
"CHAFFETZ, JASON",H,REP,INCUMBENT,UT,"$1,263,559.52 ","$28,500.00 ","$1,188,339.97 ","$309,377.68 ","$415,104.88 ","$1,123,032.32 ",1/1/2015,10/19/2016,Y,186743
"SANFORD, MARSHALL C. HON.",H,REP,INCUMBENT,SC,"$679,713.00 ",,"$154,966.02 ","$504,337.04 ","$1,029,218.13 ","$154,281.91 ",1/1/2015,10/19/2016,Y,186735
"HIMES, JIM",H,DEM,INCUMBENT,CT,"$1,959,376.82 ",,"$781,243.38 ","$1,045,413.29 ","$2,292,302.21 ","$595,903.38 ",1/1/2015,10/19/2016,Y,185928
"CLEAVER, EMANUEL II",H,DEM,INCUMBENT,MO,"$1,066,028.26 ",,"$713,399.51 ","$73,434.15 ","$423,480.13 ","$677,611.61 ",1/1/2015,10/19/2016,Y,185494
"PERLMUTTER, EDWIN G",H,DEM,INCUMBENT,CO,"$1,792,852.21 ",,"$1,649,109.53 ","$181,776.86 ","$341,099.18 ","$1,633,529.89 ",1/1/2015,10/19/2016,Y,185208
"DENT, CHARLES W. REP.",H,REP,INCUMBENT,PA,"$1,554,995.99 ","$5,295.00 ","$1,393,923.34 ","$937,815.58 ","$1,107,799.85 ","$929,763.67 ",1/1/2015,10/19/2016,Y,184562
"CRIST, CHARLIE JOSEPH",H,DEM,CHALLENGER,FL,"$1,555,149.87 ",,"$1,425,045.22 ",,"$169,149.65 ","$1,423,660.22 ",10/1/2015,10/19/2016,Y,184371
"LANCE, LEONARD",H,REP,INCUMBENT,NJ,"$1,028,345.54 ",$75.00 ,"$1,030,778.30 ","$318,474.65 ","$317,061.89 ","$958,340.30 ",1/1/2015,10/19/2016,Y,184309
"MEEKS, GREGORY W.",H,DEM,INCUMBENT,NY,"$907,507.38 ",,"$927,237.25 ","$165,427.26 ","$149,803.82 ","$835,060.58 ",1/1/2015,10/19/2016,Y,184179
"SHUSTER, WILLIAM MR.",H,REP,INCUMBENT,PA,"$3,708,442.11 ","$7,083.33 ","$3,540,530.20 ","$415,297.62 ","$596,742.47 ","$3,019,946.99 ",1/1/2015,10/19/2016,Y,183798
"WILSON, JOE THE HON.",H,REP,INCUMBENT,SC,"$1,018,320.02 ","$5,265.00 ","$619,613.46 ","$222,664.51 ","$626,796.22 ","$606,103.29 ",1/1/2015,10/19/2016,Y,183766
"WALBERG, TIMOTHY L HON.",H,REP,INCUMBENT,MI,"$2,073,389.69 ","$154,987.87 ","$1,762,636.06 ","$319,455.36 ","$786,592.93 ","$1,750,406.16 ",1/1/2015,10/19/2016,Y,183594
"HERRERA BEUTLER, JAIME",H,REP,INCUMBENT,WA,"$1,265,076.42 ",,"$1,289,243.43 ","$855,171.89 ","$836,275.96 ","$1,093,354.65 ",1/1/2015,10/19/2016,Y,183375
"ROSS, DENNIS ALAN",H,REP,INCUMBENT,FL,"$1,134,624.03 ","$17,016.84 ","$925,570.50 ","$15,343.06 ","$246,532.13 ","$920,451.80 ",1/1/2015,10/19/2016,Y,182498
"AMODEI, MARK EUGENE",H,REP,INCUMBENT,,"$784,517.02 ",,"$775,713.02 ","$195,378.40 ","$212,014.94 ","$701,021.11 ",1/1/2015,10/19/2016,Y,182452
"MURPHY, STEPHANIE",H,DEM,CHALLENGER,FL,"$760,830.56 ",,"$603,345.23 ",,"$174,198.29 ","$601,122.27 ",4/1/2016,10/19/2016,Y,181758
"OLSON, PETER G.",H,REP,INCUMBENT,TX,"$1,450,130.67 ",,"$1,171,709.83 ","$330,544.29 ","$625,223.27 ","$1,058,886.64 ",1/1/2015,10/19/2016,Y,181663
"PAYNE, DONALD M., JR.",H,DEM,INCUMBENT,,"$503,655.08 ",,"$414,847.77 ","$30,620.59 ","$118,441.88 ","$386,122.77 ",1/1/2015,10/19/2016,Y,181591
"THOMPSON, BENNIE G.",H,DEM,INCUMBENT,MS,"$922,794.70 ",,"$809,357.51 ","$1,256,540.21 ","$1,373,003.64 ","$761,265.17 ",1/1/2015,10/19/2016,Y,181108
"SCHULTZ, DEBBIE WASSERMAN",H,DEM,INCUMBENT,FL,"$3,564,635.25 ","$243,675.00 ","$3,856,443.36 ","$362,511.92 ","$387,755.01 ","$3,615,286.48 ",1/1/2015,10/19/2016,Y,180979
"COFFMAN, MIKE REP.",H,REP,INCUMBENT,CO,"$3,199,556.32 ","$80,087.07 ","$2,778,184.98 ","$22,523.20 ","$531,741.71 ","$2,691,169.92 ",1/1/2015,10/19/2016,Y,180727
"WILLIAMS, ROGER",H,REP,INCUMBENT,TX,"$1,403,676.28 ","$246,930.68 ","$1,106,588.36 ","$416,817.86 ","$973,463.32 ","$1,052,082.07 ",1/1/2015,10/19/2016,Y,180579
"LUJAN GRISHAM, MICHELLE",H,DEM,INCUMBENT,NM,"$1,732,010.11 ",,"$1,755,963.55 ","$183,452.74 ","$217,828.66 ","$1,207,357.16 ",1/1/2015,10/19/2016,Y,179380
"CLYBURN, JAMES E.",H,DEM,INCUMBENT,SC,"$2,032,648.20 ",,"$1,979,541.02 ","$1,251,219.13 ","$1,308,449.83 ","$864,679.61 ",1/1/2015,10/19/2016,Y,179351
"NOLAN, RICHARD M.",H,DFL,INCUMBENT,MN,"$2,571,157.44 ",,"$1,882,394.27 ","$26,663.37 ","$718,566.82 ","$1,863,869.24 ",1/1/2015,10/19/2016,Y,179106
"MCCAUL, MICHAEL",H,REP,INCUMBENT,TX,"$1,615,019.00 ","$49,360.58 ","$1,503,453.51 ","$61,663.44 ","$223,337.87 ","$1,376,646.15 ",1/1/2015,10/19/2016,Y,178926
"NORCROSS, DONALD W",H,DEM,INCUMBENT,NJ,"$2,027,685.60 ",,"$2,018,985.66 ","$25,920.04 ","$286,747.79 ","$1,851,705.17 ",1/1/2015,10/19/2016,Y,178655
"SCHRADER, KURT",H,DEM,INCUMBENT,OR,"$1,723,579.80 ",,"$1,459,029.09 ","$861,627.22 ","$1,190,727.64 ","$1,109,359.39 ",1/1/2015,10/19/2016,Y,178405
"JENKINS, LYNN",H,REP,INCUMBENT,KS,"$2,080,086.43 ","$18,375.00 ","$895,295.25 ","$308,719.18 ","$1,578,000.38 ","$736,385.25 ",1/1/2015,10/19/2016,Y,177851
"HUFFMAN, JARED",H,DEM,INCUMBENT,CA,"$918,943.27 ",,"$699,921.40 ","$384,552.29 ","$607,930.04 ","$521,336.86 ",1/1/2015,10/19/2016,Y,177724
"MACARTHUR, THOMAS",H,REP,INCUMBENT,NJ,"$1,579,059.23 ","$1,250.00 ","$1,606,286.53 ","$4,385.97 ","$201,787.40 ","$1,253,462.23 ",1/1/2015,10/19/2016,Y,177522
"DELBENE, SUZAN K",H,DEM,INCUMBENT,WA,"$1,870,977.40 ","$41,785.27 ","$1,431,643.64 ","$98,648.05 ","$595,452.78 ","$983,829.87 ",1/1/2015,10/19/2016,Y,176521
"FLEISCHMANN, CHARLES J",H,REP,INCUMBENT,TN,"$1,593,694.14 ","$1,672.84 ","$1,051,967.76 ","$52,563.13 ","$596,975.07 ","$827,747.49 ",1/1/2015,10/19/2016,Y,176440
"HILL, JAMES FRENCH",H,REP,INCUMBENT,AR,"$2,053,082.07 ","$51,237.12 ","$1,390,742.40 ","$49,251.83 ","$802,028.69 ","$1,323,692.33 ",1/1/2015,10/19/2016,Y,176100
"MULVANEY, JOHN MICHAEL 'MICK'",H,REP,INCUMBENT,SC,"$1,173,573.41 ",,"$866,579.69 ","$203,170.83 ","$511,737.97 ","$791,665.56 ",1/1/2015,10/19/2016,Y,175139
"ESTY, ELIZABETH",H,DEM,INCUMBENT,CT,"$1,876,155.35 ",,"$900,079.29 ","$47,328.58 ","$1,024,250.23 ","$782,972.74 ",1/1/2015,10/19/2016,Y,174788
"PALAZZO, STEVEN MCCARTY",H,REP,INCUMBENT,MS,"$736,576.28 ",,"$502,593.19 ","$58,354.36 ","$293,054.27 ","$369,376.37 ",1/1/2015,10/19/2016,Y,174783
"REICHERT, DAVE",H,REP,INCUMBENT,WA,"$1,502,925.18 ",,"$1,267,596.95 ","$397,050.94 ","$636,613.60 ","$1,255,862.52 ",1/1/2015,10/19/2016,Y,174729
"HOLLINGSWORTH, TREY",H,REP,OPEN,IN,"$332,670.75 ",,"$3,024,056.06 ",,"$82,114.69 ","$2,980,633.87 ",6/4/2015,10/19/2016,Y,174698
"ZELDIN, LEE M",H,REP,INCUMBENT,NY,"$3,932,892.44 ","$219,250.10 ","$2,641,402.41 ","$46,808.46 ","$1,584,121.12 ","$2,618,421.22 ",1/1/2015,10/19/2016,Y,174682
"KUSTER, ANN MCLANE",H,DEM,INCUMBENT,NH,"$3,035,819.19 ","$10,928.79 ","$1,802,338.11 ","$30,194.38 ","$1,307,811.09 ","$1,580,318.90 ",1/1/2015,10/19/2016,Y,174386
"LEWIS, JASON MARK MR.",H,REP,OPEN,MN,"$787,572.46 ",,"$713,388.28 ",,"$74,557.60 ","$698,364.86 ",10/1/2015,10/19/2016,Y,174030
"RICE, KATHLEEN",H,DEM,INCUMBENT,NY,"$1,916,810.49 ","$99,836.78 ","$1,427,067.54 ","$28,954.67 ","$644,466.63 ","$1,388,529.94 ",1/1/2015,10/19/2016,Y,173796
"LIEU, TED",H,DEM,INCUMBENT,CA,"$1,875,220.20 ",,"$1,026,641.14 ","$121,864.10 ","$983,752.07 ","$638,745.47 ",1/1/2015,10/19/2016,Y,173778
"WOODALL, ROB REP.",H,REP,INCUMBENT,GA,"$588,520.26 ",,"$356,526.60 ","$50,148.46 ","$282,161.92 ","$286,006.80 ",1/1/2015,10/19/2016,Y,173638
"PETERSON, COLLIN CLARK",H,DEM,INCUMBENT,MN,"$1,125,808.70 ",,"$624,028.66 ","$50,681.82 ","$554,322.21 ","$442,366.17 ",1/1/2015,10/19/2016,Y,173571
"THOMPSON, MIKE MR.",H,DEM,INCUMBENT,CA,"$1,846,790.05 ",,"$1,698,771.00 ","$1,476,181.68 ","$1,643,277.05 ","$1,215,624.93 ",1/1/2015,10/19/2016,Y,172910
"TAYLOR, SCOTT",H,REP,OPEN,VA,"$666,601.27 ",,"$482,422.91 ",,"$222,310.36 ","$447,122.97 ",1/1/2016,10/19/2016,Y,172586
"RUPPERSBERGER, C.A. DUTCH",H,DEM,INCUMBENT,MD,"$997,739.19 ",,"$873,642.04 ","$1,082,895.55 ","$1,209,582.15 ","$717,385.62 ",1/1/2015,10/19/2016,Y,172324
"KING, PETER T. HON.",H,REP,INCUMBENT,NY,"$945,462.00 ",,"$885,863.63 ","$2,911,844.81 ","$2,984,666.37 ","$596,943.58 ",1/1/2015,10/19/2016,Y,171915
"WALTERS, MIMI",H,REP,INCUMBENT,CA,"$1,343,829.67 ","$517,578.05 ","$1,483,731.38 ","$106,408.92 ","$495,619.10 ","$1,400,947.54 ",1/1/2015,10/19/2016,Y,171736
"LOFGREN, ZOE",H,DEM,INCUMBENT,CA,"$1,319,088.33 ",,"$944,066.05 ","$1,051,303.33 ","$1,442,557.64 ","$571,764.04 ",1/1/2015,10/19/2016,Y,171688
"YODER, KEVIN",H,REP,INCUMBENT,KS,"$2,569,622.67 ","$31,312.43 ","$2,620,496.05 ","$1,260,773.36 ","$1,270,155.51 ","$2,588,752.95 ",1/1/2015,10/19/2016,Y,171647
"SCOTT, JAMES AUSTIN",H,REP,INCUMBENT,GA,"$948,328.61 ",,"$958,417.11 ","$462,598.92 ","$455,686.12 ","$712,691.41 ",1/1/2015,10/19/2016,Y,171592
"GOSAR, PAUL ANTHONY",H,REP,INCUMBENT,AZ,"$678,182.99 ",,"$683,357.24 ","$112,812.09 ","$107,940.07 ","$664,064.74 ",1/1/2015,10/19/2016,Y,171501
"GABBARD, TULSI",H,DEM,INCUMBENT,HI,"$2,044,533.49 ","$34,605.95 ","$1,101,059.64 ","$1,080,800.02 ","$2,072,989.88 ","$926,059.16 ",1/1/2015,10/19/2016,Y,170829
"RICE, TOM",H,REP,INCUMBENT,SC,"$1,061,145.07 ",,"$867,035.99 ","$378,235.92 ","$573,596.17 ","$531,106.82 ",1/1/2015,10/19/2016,Y,170826
"BUSTOS, CHERI",H,DEM,INCUMBENT,IL,"$3,259,165.04 ","$6,937.41 ","$1,665,655.28 ","$135,107.63 ","$1,798,340.81 ","$1,259,742.57 ",1/1/2015,10/19/2016,Y,170746
"COOPER, JAMES H S",H,DEM,INCUMBENT,TN,"$590,898.82 ",,"$555,041.58 ","$855,540.57 ","$898,535.98 ","$367,843.00 ",1/1/2015,10/19/2016,Y,170729
"MCMORRIS RODGERS, CATHY",H,REP,INCUMBENT,WA,"$2,482,182.00 ","$510,467.00 ","$2,995,771.00 ","$182,754.00 ","$184,859.00 ","$2,852,362.00 ",1/1/2015,10/19/2016,Y,170711
"KATKO, JOHN M",H,REP,INCUMBENT,NY,"$2,401,747.66 ","$144,286.51 ","$1,822,753.77 ","$13,783.38 ","$740,007.30 ","$1,771,528.98 ",1/1/2015,10/19/2016,Y,170532
"NADLER, JERROLD L. MR.",H,DEM,INCUMBENT,NY,"$1,579,298.71 ",,"$1,157,515.05 ","$321,502.57 ","$744,131.80 ","$972,474.88 ",1/1/2015,10/19/2016,Y,170286
"COHEN, STEPHEN IRA",H,DEM,INCUMBENT,,"$575,143.07 ",,"$235,386.82 ","$617,836.95 ","$958,593.20 ","$231,086.82 ",1/1/2015,10/19/2016,Y,169911
"JOHNSON, EDDIE BERNICE",H,DEM,INCUMBENT,TX,"$362,546.22 ",,"$324,505.13 ","$78,765.92 ","$120,910.26 ","$274,373.54 ",1/1/2015,10/19/2016,Y,169905
"BOST, MICHAEL",H,REP,INCUMBENT,IL,"$2,217,746.65 ","$30,099.54 ","$2,113,634.92 ","$27,294.05 ","$161,669.31 ","$1,920,322.30 ",1/1/2015,10/19/2016,Y,169233
"SLAUGHTER, LOUISE M",H,DEM,INCUMBENT,NY,"$1,331,085.30 ",,"$1,294,872.10 ","$340,343.47 ","$377,270.58 ","$1,271,619.60 ",1/1/2015,10/19/2016,Y,169199
"WALZ, TIMOTHY J",H,DEM,INCUMBENT,MN,"$1,463,098.46 ",$827.77 ,"$1,247,122.95 ","$79,298.63 ","$317,592.48 ","$1,201,879.38 ",1/1/2015,10/19/2016,Y,169076
